"id","pop","observer","stem_length","seedheads1","seedheads2","seedheads_avg","fam","rack","region","code","rep","round","bolting","budding","flowering","fruiting","bolting_to_flowering","flowering.doy","longitude","latitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Heads_at_bagging","Heads_after_bagging","seedheads_total"
39,"CE-DUT","MH/ML",105,99,93,96,1,"1","CE","CE-DUT1","A",1,"5/24/19",NA,0019-09-09,"10/1/19",108,252,-120.8326422,39.1877857,12.6666669845581,14.216667175293,45.5662422180176,637.10400390625,31.2999992370605,0.100000001490116,31.1999988555908,5.69999980926514,20.466667175293,21.0166664123535,5.69999980926514,1375,262,4,84.2813491821289,703,30,36,703,NA,3,99
40,"FC-LEM","JB",63,69,73,71,1,"1","FC","FC-LEM1","A",1,"6/21/19",NA,0019-10-08,"11/12/19",109,281,3.2760372,45.3777515,10.7666664123535,10.3166666030884,38.7844619750977,594.831298828125,25.7999992370605,-0.800000011920929,26.5999984741211,16.3333339691162,4.75,18.3166675567627,3.81666660308838,594,76,30,31.0179958343506,190,94,179,99,NA,NA,71
41,"FC-COD","NL/JB/MM",63,91,93,92,1,"1","FC","FC-COD1","A",1,"5/24/19","8/7/19",0019-08-12,"9/4/19",80,224,3.2219842,45.6096067,10.8708333969116,10.0249996185303,38.8565902709961,583.194396972656,25.2999992370605,-0.5,25.7999992370605,16.283332824707,4.96666669845581,18.2000007629395,4.01666688919067,590,80,28,34.3458557128906,198,88,184,95,NA,1,93
42,"CE-LLL","VG",96,73,75,74,1,"1","CE","CE-LLL1","A",1,"5/24/19",NA,0019-09-11,"10/8/19",110,254,-120.4543454,37.9171587,15.4750003814697,16.466667175293,47.3180084228516,681.957397460938,35.7000007629395,0.899999976158142,34.7999992370605,8.64999961853027,23.8500003814697,24.1833343505859,7.59999990463257,709,128,2,85.4880065917969,360,11,19,347,2,11,87
43,"FC-ISB","VG",70,39,43,41,1,"1","FC","FC-ISB1","A",1,"5/31/19",NA,0019-09-12,"10/8/19",104,255,3.2505745,45.5553784,11.033332824707,10.283332824707,39.1001281738281,593.634155273438,25.7999992370605,-0.5,26.2999992370605,16.5833339691162,5.06666660308838,18.533332824707,4.08333349227905,596,81,28,35.1186065673828,202,88,188,95,4,NA,45
44,"CC-SCR","CC",86,62,NA,62,1,"1","CC","CC-SCR1","A",1,"5/24/19",NA,0019-09-09,"10/4/19",108,252,-122.0779721,37.298684,14.7124996185303,12.8083333969116,55.4473304748535,395.946075439453,27.1000003814697,4,23.1000003814697,10.7666664123535,19.25,19.6000003814697,9.93333339691162,599,125,2,92.4669494628906,323,8,12,318,3,1,66
46,"FC-EVR","NL/JB/MM",70,86,84,85,1,"1","FC","FC-EVR1","A",1,"5/31/19","8/19/19",0019-08-26,"9/19/19",87,238,2.4435742,48.5929615,11.0124998092651,8.375,35.1890754699707,572.312377929688,24.7000007629395,0.899999976158142,23.8000011444092,16.4333324432373,7.03333330154419,18.2333335876465,4.25,627,60,45,8.47910976409912,169,143,154,153,NA,NA,85
47,"CE-TUL","UO",89,66,62,64,1,"1","CE","CE-TUL1","A",1,"5/24/19",NA,0019-09-09,"10/4/19",108,252,-120.616524,37.8686113,16.5249996185303,16.0833339691162,46.3496627807617,691.597290039062,36.4000015258789,1.70000004768372,34.7000007629395,9.78333377838135,24.966667175293,25.0499992370605,8.30000019073486,526,94,2,84.3938369750977,271,9,15,255,7,3,74
48,"FC-BOE","DR/CC",75,67,67,67,1,"1","FC","FC-BOE1","A",1,"5/31/19","8/19/19",0019-08-26,"9/24/19",87,238,2.4467618,47.1011689,11.2124996185303,9.60833358764648,38.1283073425293,594.482666015625,25.7999992370605,0.600000023841858,25.1999988555908,16.9333324432373,7.21666669845581,18.75,4.21666669845581,713,72,52,9.26838302612305,190,165,170,177,NA,NA,67
49,"FC-EVR","NL/MH",76,79,79,79,2,"2","FC","FC-EVR2","A",1,"5/31/19","8/19/19",0019-08-29,"9/19/19",90,241,2.4435742,48.5929615,11.0124998092651,8.375,35.1890754699707,572.312377929688,24.7000007629395,0.899999976158142,23.8000011444092,16.4333324432373,7.03333330154419,18.2333335876465,4.25,627,60,45,8.47910976409912,169,143,154,153,NA,NA,79
50,"NL-TIL","NL/JB/MM",72,67,69,68,2,"2","NL","NL-TIL2","A",1,"5/24/19","8/12/19",0019-08-26,"9/13/19",94,238,5.0498172,51.5395786,9.95833301544189,8.31666660308838,35.8477020263672,557.758666992188,23.1000003814697,-0.100000001490116,23.2000007629395,6.93333339691162,5.86666679382324,16.9333343505859,3.33333325386047,792,76,46,14.4286403656006,223,165,204,194,NA,NA,68
51,"NL-SCH","UO",47,45,NA,45,2,"2","NL","NL-SCH2","A",1,"5/31/19","9/24/19",0019-10-08,"Fruited but no date",130,281,5.8811594,52.0241862,9.55416679382324,7.84166669845581,34.3932762145996,562.399291992188,22.3999996185303,-0.400000005960464,22.7999992370605,3.95000004768372,5.40000009536743,16.5499992370605,2.86666655540466,861,89,51,15.7285833358765,252,180,214,223,NA,NA,45
52,"FS-MER","DR/CC",70,63,60,62,2,"2","FS","FS-MER2","A",1,"5/31/19","8/22/19",0019-09-04,"9/24/19",96,247,4.9842129,43.6370612,14.6458330154419,10.2749996185303,36.1795768737793,653.422668457031,30.2999992370605,1.89999997615814,28.3999996185303,15.1000003814697,23,23,6.94999980926514,694,108,23,35.1029624938965,241,106,106,170,NA,2,64
53,"CE-JVR","UO",62,36,35,36,2,"2","CE","CE-JVR2","A",2,"7/10/19",NA,0019-09-12,"10/11/19",64,255,-120.379422,37.8617972,15.6458330154419,16.3583335876465,47.1421699523926,682.743347167969,35.7999992370605,1.10000002384186,34.7000007629395,8.86666679382324,24.0166664123535,24.3500003814697,7.75,666,118,2,85.1984329223633,336,10,17,324,2,NA,38
54,"CC-BAI","VG",87,58,57,58,2,"2","CC","CC-BAI2","A",1,"5/24/19",NA,0019-09-10,"10/8/19",109,253,-122.2425698,37.5042179,14.75,11.3833332061768,55.2588996887207,357.395904541016,25.2000007629395,4.59999990463257,20.6000003814697,11.2666664123535,18.7000007629395,18.9833335876465,10.25,473,97,1,90.6665115356445,254,6,9,249,4,NA,62
55,"CC-GUA","DR",92,65,NA,65,2,"2","CC","CC-GUA2","A",1,"5/24/19",NA,0019-09-10,"10/8/19",109,253,-121.9054254,37.3414367,16.2666664123535,13.4499998092651,55.3497924804688,420.185760498047,29.1000003814697,4.80000019073486,24.2999992370605,12.0666666030884,21.0499992370605,21.2666664123535,11.1166667938232,406,82,1,88.9559173583984,212,5,8,205,4,1,70
56,"CE-LGR","NY",77,74,70,72,2,"2","CE","CE-LGR2","A",1,"5/24/19",NA,0019-09-11,"10/8/19",110,254,-120.4752845,37.828463,16.091667175293,16.8166656494141,47.1055107116699,706.244323730469,36.7999992370605,1.10000002384186,35.7000007629395,9.10000038146973,24.75,25.0833339691162,7.93333339691162,650,115,2,85.2466125488281,329,10,16,316,3,7,82
58,"FC-MLB","JB",55,44,46,45,2,"2","FC","FC-MLB2","A",1,"5/31/19","9/27/19",0019-10-11,"11/12/19",133,284,2.5883278,46.3786259,11.3625001907349,9.97500038146973,39.271656036377,584.606018066406,25.7999992370605,0.400000005960464,25.3999996185303,16.966667175293,5.46666669845581,18.75,4.43333339691162,659,72,38,21.3580856323242,195,123,194,134,NA,NA,45
59,"NL-CUI","NL",57,38,NA,38,2,"2","NL","NL-CUI2","A",1,"5/31/19","9/16/19",0019-09-27,"10/8/19",119,270,5.8460618,51.7525697,9.87083339691162,8.02499961853027,35.0436706542969,562.051696777344,22.7999992370605,-0.100000001490116,22.8999996185303,4.26666688919067,5.75,16.9166660308838,3.20000004768372,747,72,45,14.3505039215088,204,156,197,181,NA,NA,38
60,"CC-SCR","NY",80,49,50,50,2,"2","CC","CC-SCR2","A",1,"5/24/19",NA,0019-09-12,"10/8/19",111,255,-122.0779721,37.298684,14.7124996185303,12.8083333969116,55.4473304748535,395.946075439453,27.1000003814697,4,23.1000003814697,10.7666664123535,19.25,19.6000003814697,9.93333339691162,599,125,2,92.4669494628906,323,8,12,318,2,NA,52
