Num,PopName,PopType,TypeAlpha,Pop,Rep,DishNum,PopNum,DishType,ID,SurvivalID,NoGerm,TotGerm,PropGerm,Label,PlantDate,GermDate,CensorJMP,CensorR,DaysGermYes,Census,DaysCensus,DaysToGerm
811,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
812,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
813,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
814,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
815,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
816,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed6Date,44398,44401,0,1,3,44411,13,3
817,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
818,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed8Date,44398,44401,0,1,3,44411,13,3
819,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed9Date,44398,44403,0,1,5,44411,13,5
820,OAP,Off-road,O,OAP-O,A,41,9,Forest,A_9_Forest,Forest_O,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
821,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
822,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
823,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
824,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44401,0,1,3,44411,13,3
825,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
826,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
827,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44402,0,1,4,44411,13,4
828,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44402,0,1,4,44411,13,4
829,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
830,OAP,Off-road,O,OAP-O,B,42,9,Forest,B_9_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
831,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed1Date,44398,44400,0,1,2,44411,13,2
832,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed2Date,44398,44400,0,1,2,44411,13,2
833,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed3Date,44398,44400,0,1,2,44411,13,2
834,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed4Date,44398,44401,0,1,3,44411,13,3
835,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed5Date,44398,44401,0,1,3,44411,13,3
836,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed6Date,44398,44401,0,1,3,44411,13,3
837,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed7Date,44398,44401,0,1,3,44411,13,3
838,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed8Date,44398,,1,0,-44398,44411,13,13
839,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed9Date,44398,,1,0,-44398,44411,13,13
840,OAP,Off-road,O,OAP-O,B,42,9,Construction,B_9_Construction,Construction_O,3,7,0.7,Seed10Date,44398,,1,0,-44398,44411,13,13
841,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
842,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
843,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
844,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
845,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
846,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed6Date,44398,44401,0,1,3,44411,13,3
847,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
848,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed8Date,44398,44404,0,1,6,44411,13,6
849,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed9Date,44398,44404,0,1,6,44411,13,6
850,OAP,Off-road,O,OAP-O,C,43,9,Forest,C_9_Forest,Forest_O,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
851,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
852,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
853,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
854,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
855,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
856,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
857,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
858,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed8Date,44398,44402,0,1,4,44411,13,4
859,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed9Date,44398,44410,0,1,12,44411,13,12
860,OAP,Off-road,O,OAP-O,C,43,9,Construction,C_9_Construction,Construction_O,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
861,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
862,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
863,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
864,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed4Date,44398,44400,0,1,2,44411,13,2
865,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed5Date,44398,44400,0,1,2,44411,13,2
866,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
867,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
868,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed8Date,44398,44401,0,1,3,44411,13,3
869,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
870,OAP,Off-road,O,OAP-O,D,44,9,Forest,D_9_Forest,Forest_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
871,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed1Date,44398,44400,0,1,2,44411,13,2
872,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed2Date,44398,44400,0,1,2,44411,13,2
873,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed3Date,44398,44400,0,1,2,44411,13,2
874,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed4Date,44398,44401,0,1,3,44411,13,3
875,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
876,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
877,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed7Date,44398,44401,0,1,3,44411,13,3
878,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed8Date,44398,44407,0,1,9,44411,13,9
879,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
880,OAP,Off-road,O,OAP-O,D,44,9,Construction,D_9_Construction,Construction_O,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
881,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed1Date,44398,44400,0,1,2,44411,13,2
882,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed2Date,44398,44401,0,1,3,44411,13,3
883,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed3Date,44398,44401,0,1,3,44411,13,3
884,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed4Date,44398,44401,0,1,3,44411,13,3
885,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed5Date,44398,44401,0,1,3,44411,13,3
886,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed6Date,44398,44401,0,1,3,44411,13,3
887,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed7Date,44398,44401,0,1,3,44411,13,3
888,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed8Date,44398,,1,0,-44398,44411,13,13
889,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed9Date,44398,,1,0,-44398,44411,13,13
890,OAP,Off-road,O,OAP-O,E,45,9,Forest,E_9_Forest,Forest_O,3,7,0.7,Seed10Date,44398,,1,0,-44398,44411,13,13
891,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
892,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
893,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
894,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
895,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
896,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
897,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed7Date,44398,44400,0,1,2,44411,13,2
898,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed8Date,44398,44401,0,1,3,44411,13,3
899,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed9Date,44398,44407,0,1,9,44411,13,9
900,OAP,Off-road,O,OAP-O,E,45,9,Construction,E_9_Construction,Construction_O,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
901,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
902,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
903,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
904,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
905,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
906,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
907,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
908,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed8Date,44398,44401,0,1,3,44411,13,3
909,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed9Date,44398,44401,0,1,3,44411,13,3
910,OAP,Roadside,R,OAP-R,A,46,10,Construction,A_10_Construction,Construction_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
911,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
912,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
913,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
914,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44400,0,1,2,44411,13,2
915,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44400,0,1,2,44411,13,2
916,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44400,0,1,2,44411,13,2
917,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44401,0,1,3,44411,13,3
918,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44402,0,1,4,44411,13,4
919,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44403,0,1,5,44411,13,5
920,OAP,Roadside,R,OAP-R,A,46,10,Forest,A_10_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
921,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
922,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
923,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44400,0,1,2,44411,13,2
924,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44401,0,1,3,44411,13,3
925,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44401,0,1,3,44411,13,3
926,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44402,0,1,4,44411,13,4
927,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44402,0,1,4,44411,13,4
928,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44404,0,1,6,44411,13,6
929,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44405,0,1,7,44411,13,7
930,OAP,Roadside,R,OAP-R,B,47,10,Forest,B_10_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
931,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
932,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed2Date,44398,44400,0,1,2,44411,13,2
933,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed3Date,44398,44400,0,1,2,44411,13,2
934,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed4Date,44398,44401,0,1,3,44411,13,3
935,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed5Date,44398,44401,0,1,3,44411,13,3
936,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed6Date,44398,44401,0,1,3,44411,13,3
937,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed7Date,44398,44401,0,1,3,44411,13,3
938,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed8Date,44398,44403,0,1,5,44411,13,5
939,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed9Date,44398,44404,0,1,6,44411,13,6
940,OAP,Roadside,R,OAP-R,B,47,10,Construction,B_10_Construction,Construction_R,0,10,1,Seed10Date,44398,44406,0,1,8,44411,13,8
941,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed1Date,44398,44401,0,1,3,44411,13,3
942,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed2Date,44398,44401,0,1,3,44411,13,3
943,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed3Date,44398,44401,0,1,3,44411,13,3
944,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed4Date,44398,44401,0,1,3,44411,13,3
945,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed5Date,44398,44401,0,1,3,44411,13,3
946,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed6Date,44398,44401,0,1,3,44411,13,3
947,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed7Date,44398,44402,0,1,4,44411,13,4
948,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed8Date,44398,44402,0,1,4,44411,13,4
949,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed9Date,44398,,1,0,-44398,44411,13,13
950,OAP,Roadside,R,OAP-R,C,48,10,Forest,C_10_Forest,Forest_R,2,8,0.8,Seed10Date,44398,,1,0,-44398,44411,13,13
951,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed1Date,44398,44400,0,1,2,44411,13,2
952,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed2Date,44398,44401,0,1,3,44411,13,3
953,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed3Date,44398,44401,0,1,3,44411,13,3
954,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed4Date,44398,44401,0,1,3,44411,13,3
955,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed5Date,44398,44401,0,1,3,44411,13,3
956,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed6Date,44398,44401,0,1,3,44411,13,3
957,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed7Date,44398,44401,0,1,3,44411,13,3
958,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed8Date,44398,44401,0,1,3,44411,13,3
959,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
960,OAP,Roadside,R,OAP-R,C,48,10,Construction,C_10_Construction,Construction_R,0,10,1,Seed10Date,44398,44403,0,1,5,44411,13,5
961,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44400,0,1,2,44411,13,2
962,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44400,0,1,2,44411,13,2
963,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44401,0,1,3,44411,13,3
964,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44401,0,1,3,44411,13,3
965,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44402,0,1,4,44411,13,4
966,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44402,0,1,4,44411,13,4
967,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44404,0,1,6,44411,13,6
968,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44404,0,1,6,44411,13,6
969,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44404,0,1,6,44411,13,6
970,OAP,Roadside,R,OAP-R,D,49,10,Forest,D_10_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
971,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed1Date,44398,44401,0,1,3,44411,13,3
972,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed2Date,44398,44401,0,1,3,44411,13,3
973,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed3Date,44398,44401,0,1,3,44411,13,3
974,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed4Date,44398,44401,0,1,3,44411,13,3
975,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed5Date,44398,44401,0,1,3,44411,13,3
976,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed6Date,44398,44401,0,1,3,44411,13,3
977,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed7Date,44398,44401,0,1,3,44411,13,3
978,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed8Date,44398,44401,0,1,3,44411,13,3
979,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed9Date,44398,44401,0,1,3,44411,13,3
980,OAP,Roadside,R,OAP-R,D,49,10,Construction,D_10_Construction,Construction_R,0,10,1,Seed10Date,44398,44402,0,1,4,44411,13,4
981,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed1Date,44398,44401,0,1,3,44411,13,3
982,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed2Date,44398,44401,0,1,3,44411,13,3
983,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed3Date,44398,44401,0,1,3,44411,13,3
984,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed4Date,44398,44401,0,1,3,44411,13,3
985,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed5Date,44398,44401,0,1,3,44411,13,3
986,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed6Date,44398,44401,0,1,3,44411,13,3
987,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed7Date,44398,44402,0,1,4,44411,13,4
988,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed8Date,44398,44403,0,1,5,44411,13,5
989,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed9Date,44398,44406,0,1,8,44411,13,8
990,OAP,Roadside,R,OAP-R,E,50,10,Forest,E_10_Forest,Forest_R,1,9,0.9,Seed10Date,44398,,1,0,-44398,44411,13,13
991,OAP,Roadside,R,OAP-R,E,50,10,Construction,E_10_Construction,Construction_R,2,8,0.8,Seed1Date,44398,44401,0,1,3,44411,13,3
