"","Block","Species","Pattern","Elevation","Division","Distichlis","Extriplex","Frankenia","Jaumea","Sperg.MACROTHECA"
"963",4,"E","U",2.119,5,0,0,0,0,0
"964",4,"E","U",2.115,4,0,0,0,0,0
"965",4,"E","U",2.111,4,0,0,0,0,0
"966",4,"E","U",2.107,4,0,0,0,0,0
"967",4,"E","U",2.103,4,0,0,0,0,0
"968",4,"E","U",2.098,4,0,0,0,0,0
"969",4,"E","U",2.094,4,0,0,0,0,0
"970",4,"E","U",2.09,4,0,0,0,0,0
"971",4,"E","U",2.086,4,0,0,0,0,0
"972",4,"E","U",2.081,4,0,0,0,0,0
"973",4,"E","U",2.077,4,0,0,0,0,0
"974",4,"E","U",2.073,3,0,0,0,0,0
"975",4,"E","U",2.069,3,0,0,0,0,0
"976",4,"E","U",2.064,3,0,0,0,0,0
"977",4,"E","U",2.06,3,0,0,0,0,0
"978",4,"E","U",2.056,3,0,0,0,0,0
"979",4,"E","U",2.052,3,0,0,0,0,0
"980",4,"E","U",2.047,3,0,0,0,0,0
"981",4,"E","U",2.043,3,0,0,0,0,0
"982",4,"E","U",2.039,3,0,0,0,0,0
"983",4,"E","U",2.035,3,0,0,0,0,0
"984",4,"E","U",2.031,2,0,0,0,0,0
"985",4,"E","U",2.026,2,0,0,0,0,0
"986",4,"E","U",2.022,2,0,0,0,0,0
"987",4,"E","U",2.018,2,0,0,0,0,0
"988",4,"E","U",2.014,2,0,0,0,0,0
"989",4,"E","U",2.009,2,0,0,0,0,0
"990",4,"E","U",2.005,2,0,0,0,0,0
"991",4,"E","U",2.001,2,0,0,0,0,0
"992",4,"E","U",1.997,2,0,0,0,0,0
"993",4,"E","U",1.992,2,0,0,0,0,0
"994",4,"E","U",1.988,1,0,0,0,0,0
"995",4,"E","U",1.984,1,0,0,0,0,0
"996",4,"E","U",1.98,1,0,0,0,0,0
"997",4,"E","U",1.975,1,0,0,0,0,0
"998",4,"E","U",1.971,1,0,0,0,0,0
"999",4,"E","U",1.967,1,0,0,0,0,0
"1000",4,"E","U",1.963,1,0,0,0,0,0
"1001",4,"E","U",1.958,1,0,0,0,0,0
"1002",4,"E","U",1.954,1,0,0,0,0,0
"1003",4,"E","U",1.95,1,0,0,0,0,0
"1004",4,"J","U",2.196,6,0,0,0,1,0
"1005",4,"J","U",2.192,6,0,0,0,1,0
"1006",4,"J","U",2.187,6,0,0,0,0,0
"1007",4,"J","U",2.183,6,0,0,0,0,0
"1008",4,"J","U",2.179,6,0,0,0,0,0
"1009",4,"J","U",2.175,6,0,0,0,0,0
"1010",4,"J","U",2.17,6,0,0,0,1,0
"1011",4,"J","U",2.166,6,0,0,0,0,0
"1012",4,"J","U",2.162,6,0,0,0,0,0
"1013",4,"J","U",2.158,5,0,0,0,0,0
"1014",4,"J","U",2.153,5,0,0,0,1,0
"1015",4,"J","U",2.149,5,0,0,0,0,0
"1016",4,"J","U",2.145,5,0,0,0,1,0
"1017",4,"J","U",2.141,5,0,0,0,0,0
"1018",4,"J","U",2.136,5,0,0,0,0,0
"1019",4,"J","U",2.132,5,0,0,0,1,0
"1020",4,"J","U",2.128,5,0,0,0,0,0
"1021",4,"J","U",2.124,5,0,0,0,0,0
"1022",4,"J","U",2.119,5,0,0,0,1,0
"1023",4,"J","U",2.115,4,0,0,0,0,0
"1024",4,"J","U",2.111,4,0,0,0,0,0
"1025",4,"J","U",2.107,4,0,0,0,1,0
"1026",4,"J","U",2.103,4,0,0,0,1,0
"1027",4,"J","U",2.098,4,0,0,0,0,0
"1028",4,"J","U",2.094,4,0,0,0,1,0
"1029",4,"J","U",2.09,4,0,0,0,0,0
"1030",4,"J","U",2.086,4,0,0,0,0,0
"1031",4,"J","U",2.081,4,0,0,0,0,0
"1032",4,"J","U",2.077,4,0,0,0,0,0
"1033",4,"J","U",2.073,3,0,0,0,0,0
"1034",4,"J","U",2.069,3,0,0,0,0,0
"1035",4,"J","U",2.064,3,0,0,0,0,0
"1036",4,"J","U",2.06,3,0,0,0,0,0
"1037",4,"J","U",2.056,3,0,0,0,1,0
"1038",4,"J","U",2.052,3,0,0,0,1,0
"1039",4,"J","U",2.047,3,0,0,0,0,0
"1040",4,"J","U",2.043,3,0,0,0,0,0
"1041",4,"J","U",2.039,3,0,0,0,0,0
"1042",4,"J","U",2.035,3,0,0,0,0,0
"1043",4,"J","U",2.031,2,0,0,0,0,0
"1044",4,"J","U",2.026,2,0,0,0,0,0
"1045",4,"J","U",2.022,2,0,0,0,0,0
"1046",4,"J","U",2.018,2,0,0,0,0,0
"1047",4,"J","U",2.014,2,0,0,0,0,0
"1048",4,"J","U",2.009,2,0,0,0,0,0
"1049",4,"J","U",2.005,2,0,0,0,0,0
"1050",4,"J","U",2.001,2,0,0,0,0,0
"1051",4,"J","U",1.997,2,0,0,0,0,0
"1052",4,"J","U",1.992,2,0,0,0,0,0
"1053",4,"J","U",1.988,1,0,0,0,0,0
"1054",4,"J","U",1.984,1,0,0,0,0,0
"1055",4,"J","U",1.98,1,0,0,0,0,0
"1056",4,"J","U",1.975,1,0,0,0,0,0
"1057",4,"J","U",1.971,1,0,0,0,0,0
"1058",4,"J","U",1.967,1,0,0,0,0,0
"1059",4,"J","U",1.963,1,0,0,0,0,0
"1060",4,"J","U",1.958,1,0,0,0,0,0
"1061",4,"J","U",1.954,1,0,0,0,1,0
"1062",4,"J","U",1.95,1,0,0,0,0,0
"1063",4,"S","U",2.196,6,0,0,0,0,0
"1064",4,"S","U",2.192,6,0,0,0,0,0
"1065",4,"S","U",2.187,6,0,0,0,0,0
"1066",4,"S","U",2.183,6,0,0,0,0,0
"1067",4,"S","U",2.179,6,0,0,0,0,0
"1068",4,"S","U",2.175,6,0,0,0,0,1
"1069",4,"S","U",2.17,6,0,0,0,0,0
"1070",4,"S","U",2.166,6,0,0,0,0,0
"1071",4,"S","U",2.162,6,0,0,0,0,0
"1072",4,"S","U",2.158,5,0,0,0,0,0
"1073",4,"S","U",2.153,5,0,0,0,0,0
"1074",4,"S","U",2.149,5,0,0,0,0,1
"1075",4,"S","U",2.145,5,0,0,0,0,0
"1076",4,"S","U",2.141,5,0,0,0,0,0
"1077",4,"S","U",2.136,5,0,0,0,0,0
"1078",4,"S","U",2.132,5,0,0,0,0,1
"1079",4,"S","U",2.128,5,0,0,0,0,0
"1080",4,"S","U",2.124,5,0,0,0,0,0
"1081",4,"S","U",2.119,5,0,0,0,0,0
"1082",4,"S","U",2.115,4,0,0,0,0,1
"1083",4,"S","U",2.111,4,0,0,0,0,0
"1084",4,"S","U",2.107,4,0,0,0,0,0
"1085",4,"S","U",2.103,4,0,0,0,0,0
"1086",4,"S","U",2.098,4,0,0,0,0,0
"1087",4,"S","U",2.094,4,0,0,0,0,0
"1088",4,"S","U",2.09,4,0,0,0,0,0
"1089",4,"S","U",2.086,4,0,0,0,0,0
"1090",4,"S","U",2.081,4,0,0,0,0,1
"1091",4,"S","U",2.077,4,0,0,0,0,1
"1092",4,"S","U",2.073,3,0,0,0,0,0
"1093",4,"S","U",2.069,3,0,0,0,0,0
"1094",4,"S","U",2.064,3,0,0,0,0,0
"1095",4,"S","U",2.06,3,0,0,0,0,0
"1096",4,"S","U",2.056,3,0,0,0,0,0
"1097",4,"S","U",2.052,3,0,0,0,0,0
"1098",4,"S","U",2.047,3,0,0,0,0,0
"1099",4,"S","U",2.043,3,0,0,0,0,0
"1100",4,"S","U",2.039,3,0,0,0,0,0
"1101",4,"S","U",2.035,3,0,0,0,0,0
"1102",4,"S","U",2.031,2,0,0,0,0,0
"1103",4,"S","U",2.026,2,0,0,0,0,0
"1104",4,"S","U",2.022,2,0,0,0,0,0
"1105",4,"S","U",2.018,2,0,0,0,0,0
"1106",4,"S","U",2.014,2,0,0,0,0,0
"1107",4,"S","U",2.009,2,0,0,0,0,0
"1108",4,"S","U",2.005,2,0,0,0,0,0
"1109",4,"S","U",2.001,2,0,0,0,0,0
"1110",4,"S","U",1.997,2,0,0,0,0,0
"1111",4,"S","U",1.992,2,0,0,0,0,0
"1112",4,"S","U",1.988,1,0,0,0,0,0
"1113",4,"S","U",1.984,1,0,0,0,0,0
"1114",4,"S","U",1.98,1,0,0,0,0,0
"1115",4,"S","U",1.975,1,0,0,0,0,0
"1116",4,"S","U",1.971,1,0,0,0,0,0
"1117",4,"S","U",1.967,1,0,0,0,0,0
"1118",4,"S","U",1.963,1,0,0,0,0,0
"1119",4,"S","U",1.958,1,0,0,0,0,0
"1120",4,"S","U",1.954,1,0,0,0,0,0
"1121",4,"S","U",1.95,1,0,0,0,0,0
"1122",4,"F","U",2.196,6,0,0,1,0,0
"1123",4,"F","U",2.192,6,0,0,1,0,0
"1124",4,"F","U",2.187,6,0,0,1,0,0
"1125",4,"F","U",2.183,6,0,0,1,0,0
"1126",4,"F","U",2.179,6,0,0,1,0,0
"1127",4,"F","U",2.175,6,0,0,1,0,0
"1128",4,"F","U",2.17,6,0,0,1,0,0
"1129",4,"F","U",2.166,6,0,0,1,0,0
"1130",4,"F","U",2.162,6,0,0,1,0,0
"1131",4,"F","U",2.158,5,0,0,1,0,0
"1132",4,"F","U",2.153,5,0,0,1,0,0
"1133",4,"F","U",2.149,5,0,0,1,0,0
"1134",4,"F","U",2.145,5,0,0,1,0,0
"1135",4,"F","U",2.141,5,0,0,1,0,0
"1136",4,"F","U",2.136,5,0,0,1,0,0
"1137",4,"F","U",2.132,5,0,0,1,0,0
"1138",4,"F","U",2.128,5,0,0,1,0,0
"1139",4,"F","U",2.124,5,0,0,1,0,0
"1140",4,"F","U",2.119,5,0,0,1,0,0
"1141",4,"F","U",2.115,4,0,0,1,0,0
"1142",4,"F","U",2.111,4,0,0,1,0,0
"1143",4,"F","U",2.107,4,0,0,1,0,0
"1144",4,"F","U",2.103,4,0,0,1,0,0
"1145",4,"F","U",2.098,4,0,0,1,0,0
"1146",4,"F","U",2.094,4,0,0,1,0,0
"1147",4,"F","U",2.09,4,0,0,1,0,0
"1148",4,"F","U",2.086,4,0,0,0,0,0
"1149",4,"F","U",2.081,4,0,0,1,0,0
"1150",4,"F","U",2.077,4,0,0,1,0,0
"1151",4,"F","U",2.073,3,0,0,1,0,0
"1152",4,"F","U",2.069,3,0,0,1,0,0
"1153",4,"F","U",2.064,3,0,0,0,0,0
"1154",4,"F","U",2.06,3,0,0,1,0,0
"1155",4,"F","U",2.056,3,0,0,1,0,0
"1156",4,"F","U",2.052,3,0,0,1,0,0
"1157",4,"F","U",2.047,3,0,0,1,0,0
"1158",4,"F","U",2.043,3,0,0,0,0,0
"1159",4,"F","U",2.039,3,0,0,0,0,0
"1160",4,"F","U",2.035,3,0,0,0,0,0
"1161",4,"F","U",2.031,2,0,0,0,0,0
"1162",4,"F","U",2.026,2,0,0,1,0,0
"1163",4,"F","U",2.022,2,0,0,0,0,0
"1164",4,"F","U",2.018,2,0,0,0,0,0
"1165",4,"F","U",2.014,2,0,0,1,0,0
"1166",4,"F","U",2.009,2,0,0,0,0,0
"1167",4,"F","U",2.005,2,0,0,0,0,0
"1168",4,"F","U",2.001,2,0,0,0,0,0
"1169",4,"F","U",1.997,2,0,0,0,0,0
"1170",4,"F","U",1.992,2,0,0,1,0,0
"1171",4,"F","U",1.988,1,0,0,0,0,0
"1172",4,"F","U",1.984,1,0,0,0,0,0
"1173",4,"F","U",1.98,1,0,0,1,0,0
"1174",4,"F","U",1.975,1,0,0,1,0,0
"1175",4,"F","U",1.971,1,0,0,0,0,0
"1176",4,"F","U",1.967,1,0,0,1,0,0
"1177",4,"F","U",1.963,1,0,0,1,0,0
"1178",4,"F","U",1.958,1,0,0,1,0,0
"1179",4,"F","U",1.954,1,0,0,0,0,0
"1180",4,"F","U",1.95,1,0,0,1,0,0
"1181",5,"D","U",2.196,6,0,0,0,0,0
"1182",5,"D","U",2.192,6,0,0,0,0,0
"1183",5,"D","U",2.187,6,0,0,0,0,0
"1184",5,"D","U",2.183,6,0,0,0,0,0
"1185",5,"D","U",2.179,6,0,0,0,0,0
"1186",5,"D","U",2.175,6,0,0,0,0,0
"1187",5,"D","U",2.17,6,0,0,0,0,0
"1188",5,"D","U",2.166,6,0,0,0,0,0
"1189",5,"D","U",2.162,6,0,0,0,0,0
"1190",5,"D","U",2.158,5,0,0,0,0,0
"1191",5,"D","U",2.153,5,0,0,0,0,0
"1192",5,"D","U",2.149,5,0,0,0,0,0
"1193",5,"D","U",2.145,5,0,0,0,0,0
"1194",5,"D","U",2.141,5,0,0,0,0,0
"1195",5,"D","U",2.136,5,1,0,0,0,0
"1196",5,"D","U",2.132,5,0,0,0,0,0
"1197",5,"D","U",2.128,5,0,0,0,0,0
"1198",5,"D","U",2.124,5,0,0,0,0,0
"1199",5,"D","U",2.119,5,0,0,0,0,0
"1200",5,"D","U",2.115,4,0,0,0,0,0
"1201",5,"D","U",2.111,4,0,0,0,0,0
"1202",5,"D","U",2.107,4,0,0,0,0,0
"1203",5,"D","U",2.103,4,0,0,0,0,0
"1204",5,"D","U",2.098,4,0,0,0,0,0
"1205",5,"D","U",2.094,4,0,0,0,0,0
"1206",5,"D","U",2.09,4,0,0,0,0,0
"1207",5,"D","U",2.086,4,0,0,0,0,0
"1208",5,"D","U",2.081,4,0,0,0,0,0
"1209",5,"D","U",2.077,4,0,0,0,0,0
"1210",5,"D","U",2.073,3,0,0,0,0,0
"1211",5,"D","U",2.069,3,0,0,1,0,0
"1212",5,"D","U",2.064,3,0,0,0,0,0
"1213",5,"D","U",2.06,3,0,0,0,0,0
"1214",5,"D","U",2.056,3,0,0,0,0,0
"1215",5,"D","U",2.052,3,0,0,0,0,0
"1216",5,"D","U",2.047,3,0,0,0,0,0
"1217",5,"D","U",2.043,3,0,0,0,0,0
"1218",5,"D","U",2.039,3,0,0,0,0,0
"1219",5,"D","U",2.035,3,0,0,0,0,0
"1220",5,"D","U",2.031,2,0,0,0,0,0
"1221",5,"D","U",2.026,2,0,0,0,0,0
"1222",5,"D","U",2.022,2,0,0,0,0,0
"1223",5,"D","U",2.018,2,0,0,0,0,0
"1224",5,"D","U",2.014,2,0,0,0,0,0
"1225",5,"D","U",2.009,2,0,0,0,0,0
"1226",5,"D","U",2.005,2,0,0,0,0,0
"1227",5,"D","U",2.001,2,1,0,0,0,0
"1228",5,"D","U",1.997,2,0,0,0,0,0
"1229",5,"D","U",1.992,2,1,0,0,0,0
"1230",5,"D","U",1.988,1,0,0,0,0,0
"1231",5,"D","U",1.984,1,0,0,0,0,0
"1232",5,"D","U",1.98,1,0,0,0,0,0
"1233",5,"D","U",1.975,1,0,0,0,0,0
"1234",5,"D","U",1.971,1,0,0,0,0,0
"1235",5,"D","U",1.967,1,0,0,0,0,0
"1236",5,"D","U",1.963,1,0,0,0,0,0
"1237",5,"D","U",1.958,1,0,0,0,0,0
"1238",5,"D","U",1.954,1,0,0,0,0,0
"1239",5,"D","U",1.95,1,1,0,0,0,0
"1240",5,"J","U",2.196,6,0,0,0,0,0
"1241",5,"J","U",2.192,6,0,0,0,0,0
"1242",5,"J","U",2.187,6,0,0,0,0,0
"1243",5,"J","U",2.183,6,0,0,0,0,0
"1244",5,"J","U",2.179,6,0,0,0,0,0
"1245",5,"J","U",2.175,6,0,0,0,0,0
"1246",5,"J","U",2.17,6,0,0,0,0,0
"1247",5,"J","U",2.166,6,0,0,0,0,0
"1248",5,"J","U",2.162,6,0,0,0,0,0
"1249",5,"J","U",2.158,5,0,0,0,0,0
"1250",5,"J","U",2.153,5,0,0,0,0,0
"1251",5,"J","U",2.149,5,0,0,0,0,0
"1252",5,"J","U",2.145,5,0,0,0,0,0
"1253",5,"J","U",2.141,5,0,0,0,0,0
"1254",5,"J","U",2.136,5,0,0,0,1,0
"1255",5,"J","U",2.132,5,0,0,0,0,0
"1256",5,"J","U",2.128,5,0,0,0,0,0
"1257",5,"J","U",2.124,5,0,0,0,0,0
"1258",5,"J","U",2.119,5,0,0,0,1,0
"1259",5,"J","U",2.115,4,0,0,0,0,0
"1260",5,"J","U",2.111,4,0,0,0,0,0
"1261",5,"J","U",2.107,4,0,0,0,0,0
"1262",5,"J","U",2.103,4,0,0,0,0,0
"1263",5,"J","U",2.098,4,0,0,0,0,0
"1264",5,"J","U",2.094,4,0,0,0,0,0
"1265",5,"J","U",2.09,4,0,0,0,0,0
"1266",5,"J","U",2.086,4,0,0,0,0,0
"1267",5,"J","U",2.081,4,0,0,0,0,0
"1268",5,"J","U",2.077,4,0,0,0,0,0
"1269",5,"J","U",2.073,3,0,0,0,0,0
"1270",5,"J","U",2.069,3,0,0,0,0,0
"1271",5,"J","U",2.064,3,0,0,0,0,0
"1272",5,"J","U",2.06,3,0,0,0,0,0
"1273",5,"J","U",2.056,3,0,0,0,0,0
"1274",5,"J","U",2.052,3,0,0,0,0,0
"1275",5,"J","U",2.047,3,0,0,0,0,0
"1276",5,"J","U",2.043,3,0,0,0,0,0
"1277",5,"J","U",2.039,3,0,0,0,0,0
"1278",5,"J","U",2.035,3,0,0,0,0,0
"1279",5,"J","U",2.031,2,0,0,0,0,0
"1280",5,"J","U",2.026,2,0,0,0,0,0
"1281",5,"J","U",2.022,2,0,0,0,0,0
"1282",5,"J","U",2.018,2,0,0,0,0,0
"1283",5,"J","U",2.014,2,0,0,0,0,0
"1284",5,"J","U",2.009,2,0,0,0,0,0
"1285",5,"J","U",2.005,2,0,0,0,0,0
"1286",5,"J","U",2.001,2,0,0,0,0,0
"1287",5,"J","U",1.997,2,0,0,0,0,0
"1288",5,"J","U",1.992,2,0,0,0,0,0
"1289",5,"J","U",1.988,1,0,0,0,0,0
"1290",5,"J","U",1.984,1,0,0,0,1,0
"1291",5,"J","U",1.98,1,0,0,0,0,0
"1292",5,"J","U",1.975,1,0,0,0,0,0
"1293",5,"J","U",1.971,1,0,0,0,0,0
"1294",5,"J","U",1.967,1,0,0,0,0,0
"1295",5,"J","U",1.963,1,0,0,0,0,0
"1296",5,"J","U",1.958,1,0,0,0,0,0
"1297",5,"J","U",1.954,1,0,0,0,0,0
"1298",5,"J","U",1.95,1,0,0,0,0,0
"1299",5,"F","U",2.196,6,0,0,1,0,0
"1300",5,"F","U",2.192,6,0,0,1,0,0
"1301",5,"F","U",2.187,6,0,0,1,0,0
"1302",5,"F","U",2.183,6,0,0,1,0,0
"1303",5,"F","U",2.179,6,0,0,1,0,0
"1304",5,"F","U",2.175,6,0,0,1,0,0
"1305",5,"F","U",2.17,6,0,0,1,0,0
"1306",5,"F","U",2.166,6,0,0,1,0,0
"1307",5,"F","U",2.162,6,0,0,1,0,0
"1308",5,"F","U",2.158,5,0,0,1,0,0
"1309",5,"F","U",2.153,5,0,0,1,0,0
"1310",5,"F","U",2.149,5,0,0,1,0,0
"1311",5,"F","U",2.145,5,0,0,1,0,0
"1312",5,"F","U",2.141,5,0,0,1,0,0
"1313",5,"F","U",2.136,5,0,0,1,0,0
"1314",5,"F","U",2.132,5,0,0,1,0,0
"1315",5,"F","U",2.128,5,0,0,1,0,0
"1316",5,"F","U",2.124,5,0,0,1,0,0
"1317",5,"F","U",2.119,5,0,0,1,0,0
"1318",5,"F","U",2.115,4,0,0,1,0,0
"1319",5,"F","U",2.111,4,0,0,1,0,0
"1320",5,"F","U",2.107,4,0,0,1,0,0
"1321",5,"F","U",2.103,4,0,0,1,0,0
"1322",5,"F","U",2.098,4,0,0,1,0,0
"1323",5,"F","U",2.094,4,0,0,1,0,0
"1324",5,"F","U",2.09,4,0,0,1,0,0
"1325",5,"F","U",2.086,4,0,0,1,0,0
"1326",5,"F","U",2.081,4,0,0,1,0,0
"1327",5,"F","U",2.077,4,0,0,1,0,0
"1328",5,"F","U",2.073,3,0,0,1,0,0
"1329",5,"F","U",2.069,3,0,0,1,0,0
"1330",5,"F","U",2.064,3,0,0,1,0,0
"1331",5,"F","U",2.06,3,0,0,1,0,0
"1332",5,"F","U",2.056,3,0,0,1,0,0
"1333",5,"F","U",2.052,3,0,0,1,0,0
"1334",5,"F","U",2.047,3,0,0,1,0,0
"1335",5,"F","U",2.043,3,0,0,1,0,0
"1336",5,"F","U",2.039,3,0,0,1,0,0
"1337",5,"F","U",2.035,3,0,0,1,0,0
"1338",5,"F","U",2.031,2,0,0,1,0,0
"1339",5,"F","U",2.026,2,0,0,1,0,0
"1340",5,"F","U",2.022,2,0,0,1,0,0
"1341",5,"F","U",2.018,2,0,0,1,0,0
"1342",5,"F","U",2.014,2,0,0,1,0,0
"1343",5,"F","U",2.009,2,0,0,1,0,0
"1344",5,"F","U",2.005,2,0,0,1,0,0
"1345",5,"F","U",2.001,2,0,0,1,0,0
"1346",5,"F","U",1.997,2,0,0,0,0,0
"1347",5,"F","U",1.992,2,0,0,0,0,0
"1348",5,"F","U",1.988,1,0,0,0,1,0
"1349",5,"F","U",1.984,1,0,0,1,0,0
"1350",5,"F","U",1.98,1,0,0,1,0,0
"1351",5,"F","U",1.975,1,0,0,1,0,0
"1352",5,"F","U",1.971,1,0,0,0,0,0
"1353",5,"F","U",1.967,1,0,0,1,0,0
"1354",5,"F","U",1.963,1,0,0,1,0,0
"1355",5,"F","U",1.958,1,0,0,1,0,0
"1356",5,"F","U",1.954,1,0,0,0,0,0
"1357",5,"F","U",1.95,1,0,0,1,0,0
"1358",5,"E","U",2.196,6,0,0,0,0,0
"1359",5,"E","U",2.192,6,0,0,0,0,0
"1360",5,"E","U",2.187,6,0,0,0,0,0
"1361",5,"E","U",2.183,6,0,0,0,0,0
"1362",5,"E","U",2.179,6,0,0,0,0,0
"1363",5,"E","U",2.175,6,0,0,0,0,0
"1364",5,"E","U",2.17,6,0,0,0,0,0
"1365",5,"E","U",2.166,6,0,0,0,0,0
"1366",5,"E","U",2.162,6,0,0,0,0,0
"1367",5,"E","U",2.158,5,0,0,0,0,0
"1368",5,"E","U",2.153,5,0,0,0,0,0
"1369",5,"E","U",2.149,5,0,0,0,0,0
"1370",5,"E","U",2.145,5,0,0,0,0,1
"1371",5,"E","U",2.141,5,0,0,0,0,1
"1372",5,"E","U",2.136,5,0,0,0,0,0
"1373",5,"E","U",2.132,5,0,0,0,0,0
"1374",5,"E","U",2.128,5,0,0,0,0,0
"1375",5,"E","U",2.124,5,0,0,0,0,0
"1376",5,"E","U",2.119,5,0,0,0,0,0
"1377",5,"E","U",2.115,4,0,0,0,0,0
"1378",5,"E","U",2.111,4,0,0,0,0,0
"1379",5,"E","U",2.107,4,0,0,0,0,0
"1380",5,"E","U",2.103,4,0,0,0,0,0
"1381",5,"E","U",2.098,4,0,0,0,0,0
"1382",5,"E","U",2.094,4,0,0,0,0,0
"1383",5,"E","U",2.09,4,0,1,0,0,0
"1384",5,"E","U",2.086,4,0,1,0,0,0
"1385",5,"E","U",2.081,4,0,1,0,0,0
"1386",5,"E","U",2.077,4,0,0,0,0,0
"1387",5,"E","U",2.073,3,0,0,0,0,0
"1388",5,"E","U",2.069,3,0,0,0,0,0
"1389",5,"E","U",2.064,3,0,0,0,0,0
"1390",5,"E","U",2.06,3,0,0,0,0,0
"1391",5,"E","U",2.056,3,0,0,0,0,0
"1392",5,"E","U",2.052,3,0,1,0,0,0
"1393",5,"E","U",2.047,3,0,1,0,0,0
"1394",5,"E","U",2.043,3,0,0,0,0,0
"1395",5,"E","U",2.039,3,0,1,0,0,0
"1396",5,"E","U",2.035,3,0,0,0,0,0
"1397",5,"E","U",2.031,2,0,1,0,0,0
"1398",5,"E","U",2.026,2,0,1,0,0,0
"1399",5,"E","U",2.022,2,0,0,0,0,0
"1400",5,"E","U",2.018,2,0,1,0,0,0
"1401",5,"E","U",2.014,2,0,0,0,0,0
"1402",5,"E","U",2.009,2,0,1,0,0,0
"1403",5,"E","U",2.005,2,0,0,0,0,0
"1404",5,"E","U",2.001,2,0,1,0,0,0
"1405",5,"E","U",1.997,2,0,0,0,0,0
"1406",5,"E","U",1.992,2,0,0,0,0,0
"1407",5,"E","U",1.988,1,0,0,0,0,0
"1408",5,"E","U",1.984,1,0,1,0,0,0
"1409",5,"E","U",1.98,1,0,0,0,0,0
"1410",5,"E","U",1.975,1,0,1,0,0,0
"1411",5,"E","U",1.971,1,0,0,0,0,0
"1412",5,"E","U",1.967,1,0,0,0,0,0
"1413",5,"E","U",1.963,1,0,0,0,0,0
"1414",5,"E","U",1.958,1,0,0,0,0,0
"1415",5,"E","U",1.954,1,0,0,0,0,0
"1416",5,"E","U",1.95,1,0,0,0,0,0
"1417",5,"S","U",2.196,6,0,0,0,0,1
"1418",5,"S","U",2.192,6,0,0,0,0,0
"1419",5,"S","U",2.187,6,0,0,0,0,0
"1420",5,"S","U",2.183,6,0,0,0,0,1
"1421",5,"S","U",2.179,6,0,0,0,0,1
"1422",5,"S","U",2.175,6,0,0,0,0,0
"1423",5,"S","U",2.17,6,0,0,0,0,0
"1424",5,"S","U",2.166,6,0,0,0,0,0
"1425",5,"S","U",2.162,6,0,0,0,0,0
"1426",5,"S","U",2.158,5,0,0,0,0,1
"1427",5,"S","U",2.153,5,0,0,0,0,0
"1428",5,"S","U",2.149,5,0,0,0,0,1
"1429",5,"S","U",2.145,5,0,0,0,0,1
"1430",5,"S","U",2.141,5,0,0,0,0,0
"1431",5,"S","U",2.136,5,0,0,0,0,0
"1432",5,"S","U",2.132,5,0,0,0,0,0
"1433",5,"S","U",2.128,5,0,0,0,0,0
"1434",5,"S","U",2.124,5,0,0,0,0,0
"1435",5,"S","U",2.119,5,0,0,0,0,0
"1436",5,"S","U",2.115,4,0,0,0,0,0
"1437",5,"S","U",2.111,4,0,0,0,0,0
"1438",5,"S","U",2.107,4,0,0,0,0,0
"1439",5,"S","U",2.103,4,0,0,0,0,0
"1440",5,"S","U",2.098,4,0,0,0,0,0
"1441",5,"S","U",2.094,4,0,0,0,0,0
"1442",5,"S","U",2.09,4,0,0,0,0,0
"1443",5,"S","U",2.086,4,0,0,0,0,0
"1444",5,"S","U",2.081,4,0,0,0,0,0
"1445",5,"S","U",2.077,4,0,0,0,0,0
"1446",5,"S","U",2.073,3,0,0,0,0,0
"1447",5,"S","U",2.069,3,0,0,0,0,1
"1448",5,"S","U",2.064,3,0,0,0,0,1
"1449",5,"S","U",2.06,3,0,0,0,0,0
"1450",5,"S","U",2.056,3,0,0,0,0,0
"1451",5,"S","U",2.052,3,0,0,0,0,1
"1452",5,"S","U",2.047,3,0,0,0,0,0
"1453",5,"S","U",2.043,3,0,0,0,0,0
"1454",5,"S","U",2.039,3,0,0,0,0,0
"1455",5,"S","U",2.035,3,0,0,0,0,0
"1456",5,"S","U",2.031,2,0,0,0,0,0
"1457",5,"S","U",2.026,2,0,0,0,0,0
"1458",5,"S","U",2.022,2,0,0,0,0,0
"1459",5,"S","U",2.018,2,0,0,0,0,0
"1460",5,"S","U",2.014,2,0,0,0,0,0
"1461",5,"S","U",2.009,2,0,0,0,0,0
"1462",5,"S","U",2.005,2,0,0,0,0,0
"1463",5,"S","U",2.001,2,0,0,0,0,0
"1464",5,"S","U",1.997,2,0,0,0,0,0
"1465",5,"S","U",1.992,2,0,0,0,0,0
"1466",5,"S","U",1.988,1,0,0,0,0,0
"1467",5,"S","U",1.984,1,0,0,0,0,0
"1468",5,"S","U",1.98,1,0,0,0,0,0
"1469",5,"S","U",1.975,1,0,0,0,0,0
"1470",5,"S","U",1.971,1,0,0,0,0,0
"1471",5,"S","U",1.967,1,0,0,0,0,0
"1472",5,"S","U",1.963,1,0,0,0,0,1
"1473",5,"S","U",1.958,1,0,0,0,0,0
"1474",5,"S","U",1.954,1,0,0,0,0,0
"1475",5,"S","U",1.95,1,0,0,0,0,0
"1476",6,"F","U",2.196,6,0,0,1,0,0
"1477",6,"F","U",2.192,6,0,0,0,0,0
"1478",6,"F","U",2.187,6,0,0,1,0,0
"1479",6,"F","U",2.183,6,0,0,1,0,0
